favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
9141,Twitter for iPhone,被災地では、気温の上昇により熱中症などの懸念もあることから、本日、岡山や広島の避難所でエアコンの設置工事を開始したほか、被災地からの要望を待つことなく、政府としてプッシュ型での支援も行っています。 https://t.co/9xeUxrAk9R,,False,Mon Jul 09 12:38:24 +0000 2018,3257,1016300537019416576
31,Facebook,新しい写真をFacebookに投稿しました http://t.co/HU2NFa19Q6,,False,Tue Jul 16 14:57:47 +0000 2013,37,357152085948641280
4907,Twitter for iPhone,"明日１０月１6日(月)
安倍晋三総裁は大阪府に参ります。
詳細は是非、自民党の特設サイトでご確認下さい。
https://t.co/vKXI8z5Mjr",,False,Sun Oct 15 12:38:49 +0000 2017,1927,919543081409449984
4119,Twitter for iPhone,文在寅大統領，今般の台風及び地震に際して，心温まるお見舞いのメッセージをいただき，心から感謝します。 https://t.co/lsOB5Cc48M,,False,Tue Sep 11 01:43:33 +0000 2018,1196,1039328560903643137
29,Facebook,"・・・秘書です。・・・・告知です。
１０月８日（月）体育の日に愛知県は豊川市で行われる集会へ安倍さん参加です。
お近くの皆様是非ご参加ください。

《秘書アップ》 http://t.co/7EHuhgj7",,False,Thu Oct 04 09:14:41 +0000 2012,224,253785199672967168
408,TweetDeck,#島サミット 出席の首脳の皆さんを #フラガール の迫力あるダンスでおもてなししました。 http://t.co/tDHfnFT64M,,False,Fri May 22 13:48:14 +0000 2015,483,601746392772714496
301,Facebook,"明日、東日本大震災から３度目の３月１１日を迎えます。
ご家族や親しい方を亡くされた皆様の悲しみは癒えることがないと思います。改めてお悔やみ申し上げます。... http://t.co/uIgtDHK3Z1",,False,Mon Mar 10 10:36:47 +0000 2014,690,442972327173947392
202,Twitter for iPhone,さくらんぼ東根駅東口にて鈴木憲和(@norikazu_suzuki)候補の応援演説会。農水省の官僚だった鈴木さんはこの分野のスペシャリスト。日本の農林水産業振興のため、力を合わせ山形の農産物を世界に向けて発信していきます。 #総選挙 http://t.co/0PBiSo0n7b,,False,Fri Dec 12 05:16:43 +0000 2014,323,543273217373118464
2600,Twitter Web Client,福島で美味しい牛乳をいただきました。５人の被災農家が力を合わせて酪農の再開を決意し、新しい牛舎ができて「がんばろうという気持ちになった。」地域とのつながりを活かして、「酪農っていいね」と多くの人に言ってもらう夢を成就させてください。 https://t.co/gakkwxC2u4,,False,Sat Mar 05 11:12:14 +0000 2016,1700,706074841011458048
33,Facebook,新しい写真をFacebookに投稿しました http://t.co/sNRb7J8qnP,,False,Tue Jul 16 14:57:48 +0000 2013,39,357152091929710595
7348,Twitter Web App,@eucopresident 私の欧州訪問に向けて準備を進めて頂いていたにもかかわらず、取りやめる結果となったことは大変申し訳なく感じておりますが、日本とＥＵとの歴史的なＥＰＡに署名するため、１７日の訪日をお待ちしております。,eucopresident,False,Mon Jul 09 13:39:15 +0000 2018,3263,1016315851472023552
145,Facebook,"フィリピンを襲った猛烈な台風による被害を受けて、
早速、昨日、調査チームを現地に投入したのに続き、今日は、国際緊急援助隊として、２５名の医療チームを現地に派遣しました。... http://t.co/4gYtIMbxK6",,False,Mon Nov 11 09:18:19 +0000 2013,527,399828424232935424
130,Facebook,"東日本大震災の被災地、宮城県の七ヶ浜町、東松島市を訪れました。

ノリ作りの拠点が本格的に再建。
キャベツなどを栽培している農業生産法人では、震災前より生産性が向上。
震災前よりも元気になろう。そんな意欲に溢れていました。... http://t.co/5Ngleg21OJ",,False,Wed Jul 16 08:40:25 +0000 2014,195,489328690078416896
244,TweetDeck,石巻市ヨークベニマル石巻蛇田店前の街頭演説会。 1500人の方々の前で勝沼栄明候補(@seijikatchy)と演説。医師でもある勝沼候補は医療制度、社会保障制度について真摯に取り組んで来ました。皆さんの力強いご支援をお願いします。 http://t.co/QmokhT9iUK,,False,Tue Dec 02 06:02:24 +0000 2014,398,539660835350528000
39,Facebook,『「今」でなく、「明日」のために、ここから始めよう！日本から！そしてこの地、千葉県から！』... http://t.co/1QUQfxIcP5,,False,Mon Jul 08 02:53:08 +0000 2013,117,354070619719086081
122,Facebook,昨日の日経新聞に掲載されたヤンキースのイチロー選手のインタビュー、実に「読ませるインタビュー」でした。... http://t.co/8ddNinPZ,,False,Thu Feb 14 05:18:22 +0000 2013,368,301923315507945472
214,Facebook,"ASEMには51か国の首脳等が集まりました。
この機会に多くの2か国会談、複数国の会談も行われました。
ロシアのプーチン大統領とは8ヶ月ぶり、ウクライナのポロシェンコ大統領とは初めての会談を行いました。 http://t.co/j9zs3VbpSc",,False,Sat Oct 18 00:13:45 +0000 2014,322,523265640850026497
251,Facebook,"北方領土の日の式典に出席して、すぐにソチへ出発。
ソチオリンピックの開会式に出席します。日本選手団の皆さんも激励してきます。
そして、プーチン大統領との5回目の首脳会談。しっかり成果が上がるよう頑張ってきます。 http://t.co/UcDTkuHSQv",,False,Fri Feb 07 05:32:58 +0000 2014,714,431661843447578624
117,Facebook,"ロシアに続き、中東の最初の訪問国であるサウジアラビアに来ています。

イスラムの真髄は、共生と寛容の精神。日本は、和と寛容の心を有する国。多くのことを分かりあえる関係だと、確信しています。... http://t.co/5Jw092dBDE",,False,Wed May 01 10:42:32 +0000 2013,343,329546374368616448
20,Twitter Web Client,「（中国は）その海域の資源を狙っているということ。尖閣もそう。彼らは核心的利益といよいよ言ってきた。そこで日米同盟。同盟を強化して場合によっては、日米で上陸を阻止するための共同演習を行って意思を示していく。」（安倍晋三、ウェークアップぷらすにて）,,False,Fri Sep 14 23:47:27 +0000 2012,95,246757083511390209
10,Facebook,I posted a new photo to Facebook http://t.co/v1KRtiZu,,False,Fri Jun 08 22:54:04 +0000 2012,1,211229638138134530
3098,Twitter Web Client,"夕食の場所から遠くないところでケネディ大使のご子息ジャック君の誕生会が開かれていると聞き、飛び入りで「Happy Birthday, Jack!」とお祝いしてきました。 https://t.co/Gn655z89by",,False,Sat Jan 23 14:44:16 +0000 2016,1502,690907906644926464
271,Facebook,"久々の座禅。
無我の境地にはまだまだです。 http://t.co/DVxjA2EHVX",,False,Sun Apr 20 09:47:04 +0000 2014,333,457817716205051904
327,Facebook,来日中のオバマ大統領に、拉致被害者家族である横田さんご夫妻、飯塚さんと対話する機会を持っていただきました。首脳会談でも、私から拉致問題の解決に向けて引き続き理解と協力をお願いしました。 http://t.co/dP2ikWgWBq,,False,Thu Apr 24 13:23:36 +0000 2014,599,459321760241168385
2272,Twitter Web App,@narendramodi  I applaud PM @narendramodi ’s initiative. Your insights are much appreciated.,narendramodi,False,Fri Sep 04 01:06:15 +0000 2015,1826,639605358420324353
1973,Twitter Web Client,伊勢神宮の凛とした空気に、身も心も引き締まる思いでした。今年は、#伊勢志摩サミット が開かれます。日本国のため、内政、外交に挑戦する一年としたいと思います。 https://t.co/FmT4fbf0xc,,False,Tue Jan 05 09:45:20 +0000 2016,1186,684309699131346945
6454,Twitter for iPhone,障害者週間に当たり、皇太子同妃両殿下の御臨席の下、障害を持つ御家族との日常を愛情あふれる筆致で温かく書かれた作文やポスター、長年、障害者の福祉の向上に向け、一つ一つ誠実に努力を積み重ねてこられた方々の功績を表彰させていただきました。 https://t.co/6kbaQbd1sv,,False,Tue Dec 05 09:31:27 +0000 2017,1686,937977711657598976
178,Facebook,"岩手の大槌町を訪問しました。
東日本大震災で大きな被害を受けた町です。
着実に建設が進む災害公営住宅。女性に生き甲斐と仕事を創る「刺し子プロジェクト」。力強く復興した水産加工工場。... http://t.co/7GXI3vxJ2p",,False,Wed Jul 02 10:01:26 +0000 2014,280,484275649310650368
219,TweetDeck,自民党大会が3/8に開催されます。今年は立党60年。「新たな扉を開く年」と位置付け、地方創生と女性活躍を進めていきます。ゲストには青色発光ダイオード開発でノーベル物理学賞を受賞された天野浩教授をお迎えします #自民党60年 http://t.co/3eszxPEWpd,,False,Wed Mar 04 12:07:39 +0000 2015,262,573092439382102016
33,Facebook,今朝、FBでもご紹介させていただいた通り、自民党が自信を持って岩手県選挙区へ送り込んだ「田中しんいち」候補の応援に岩手県にやって参りました。... http://t.co/C7gK1h0CiT,,False,Sun Jul 14 09:46:17 +0000 2013,91,356348919342575616
401,TweetDeck,日本の総理として初めてスタンフォード大学 @Stanford を訪問。ヘネシー学長との公開シンポジウムに引き続き、シリコンバレー指導者とのラウンドテーブルに出席しました。日本に「失敗を恐れない文化」を作ることの重要性を再認識しました。 http://t.co/LuV7wkdXC9,,False,Fri May 01 07:08:18 +0000 2015,533,594035600061173760
14,Twitter Web Client,"本日午後の安倍晋三日程③19:00～「安倍晋三　総裁選決起集会」（主催：安倍晋三総理大臣を求める民間人有志の会、永田町・星陵会館）（詳細はこちらから＝http://t.co/dnYCkOGR　）。
《総裁選秘書団アップ》#安倍晋三　#jnsc",,False,Wed Sep 19 02:50:49 +0000 2012,36,248252778126901248
39,Facebook,新しい写真をFacebookに投稿しました http://t.co/j217OHMzSC,,False,Thu Apr 18 10:47:45 +0000 2013,93,324836644190580736
199,Facebook,"増税を行えば、消費は落ち込み、日本経済は、デフレと景気低迷の「深い谷」へと逆戻りしてしまうのではないか。
最後の最後まで、考え抜きました。... http://t.co/eyH0seo3aY",,False,Tue Oct 01 13:19:21 +0000 2013,727,385031179361345536
252,Twitter for iPhone,八王子駅北口東急スクエア前、#萩生田光一 候補の応援演説。文部科学大臣政務官を務め、共に子供たちの教育環境改善に取り組んできた萩生田さん。私の総裁特別補佐としても助けてもらっています。皆さんの絶大なご支援を！#総選挙 http://t.co/ME2EP8yH1I,,False,Sun Dec 07 11:20:57 +0000 2014,379,541552940574441472
270,Facebook,"ローマ法王 フランシスコ法王にバチカンで謁見させて頂きました。
貧困問題にも熱心で、弱者に寄り添う姿勢を大切にしている方です。
東日本大震災３周年にもメッセージを寄せて下さいました。... http://t.co/cdL4RfKMrE",,False,Sat Jun 07 09:40:25 +0000 2014,463,475210662462111747
9861,Twitter for iPhone,"被災地では復興が一歩ずつ着実に進展しております。原発事故によって大きな被害を受けた福島の被災地域では、避難指示が順次解除され、帰還困難区域においても特定復興再生拠点の整備が動き出しました。
しかしながら、今なお七万人を超える方々が… https://t.co/McSo5l38nV",,False,Sun Mar 11 07:28:46 +0000 2018,3111,972736069136408577
64,Facebook,新しい写真をFacebookに投稿しました http://t.co/G5MIxBwBEV,,False,Sun Apr 14 08:52:00 +0000 2013,210,323357960166313984
40,Facebook,新しい写真をFacebookに投稿しました http://t.co/iuvEX6XgQc,,False,Sat Aug 24 02:42:42 +0000 2013,51,371100224380743680
87766,Twitter for iPhone,"今夜から、いよいよ、サッカー日本代表の熱戦が始まります。
がんばれ！ニッポン！ https://t.co/tF3qO1c91g",,False,Tue Jun 19 09:53:37 +0000 2018,26183,1009011311391342592
41,Facebook,"岩手の皆さん、これから東京を出発します。
午後に皆さんとお会いできること、本当に楽しみです。
田中しんいち候補が寄せてくれた皆さんのご意見や激励を胸に刻んで、私の想いを皆さんにお伝えしたいと思います。 http://t.co/anBVrPWl5F",,False,Sat Jul 13 23:17:28 +0000 2013,138,356190671331262465
203,Facebook,昨日の党首討論で私は一色正春元海上保安官の発言を紹介しました。... http://t.co/0n9sYNUygf,,False,Thu Dec 05 07:31:17 +0000 2013,505,408498796046602240
2055,Twitter Web Client,先日発表された今年の漢字「安」です。皆様が「安」心して暮らせるよう気を引き締めて本日も国事に励んで参ります。 https://t.co/8v1Gy3yaNd,,False,Thu Dec 17 07:18:38 +0000 2015,1705,677387411660234754
15940,Twitter for iPhone,祖国の行く末を案じ、家族の幸せを願いながら、遠い異郷の地でお亡くなりになった80名の乗員の御霊に、静かに頭を垂れ、哀悼の誠を捧げるとともに、平和への誓いを新たにいたしました。 https://t.co/jI8yx6zaVv,,False,Sat Nov 17 02:43:28 +0000 2018,4100,1063623627210457089
16818,Twitter for iPhone,"今日は自衛隊の殉職隊員追悼式。国の存立を担う崇高な職務に殉ぜられた1,964柱の御霊の前で、謹んで、追悼の誠を捧げました。 https://t.co/iR9n4Lv7AR",,False,Sat Oct 13 05:07:58 +0000 2018,4114,1050976415443648512
78,Facebook,"六年ぶりに出席したG8サミットが終わりました。

ロックアーン到着当初、隣のロッジに到着したオバマ大統領を迎えに出たキャメロン首相と偶然出くわし、互いにサミットの成功を誓い合いました。

G8サミットにおいても、... http://t.co/Ch3LtSqwbR",,False,Tue Jun 18 22:27:03 +0000 2013,246,347118285726289921
38,Facebook,"皆様おはようございます！
・・・秘書です。

参議院選挙８日目、本日の安倍総裁は宮崎県〜鹿児島県〜熊本県。九州各地を巡ります。
お近くにお住まいの皆様是非、自民党街頭演説会にご参加下さい。

１０：３０〜宮崎（宮崎山形屋前）... http://t.co/0tumyNXQMN",,False,Wed Jul 10 23:28:53 +0000 2013,130,355106380685905921
27,Facebook,新しい写真をFacebookに投稿しました http://t.co/JtPgiLPfMy,,False,Thu Jul 11 04:07:40 +0000 2013,39,355176541346480128
206,Facebook,"今日は早起きして６時３２分発はやぶさ1号に乗り、岩手県野田村、譜代村、野田畑村、岩泉町を訪問しました。どこも桜が満開です。
完成した災害公営住宅、工事の進む高台移転予定地を視察しました。... http://t.co/1fY4EX5uoh",,False,Sun Apr 27 04:13:00 +0000 2014,302,460270361968644097
2487,Twitter for iPhone,高松空港。夕食はもちろん熱い #讃岐うどん。世界中のひとに食べて欲しいクールジャパンのひとつ。 http://t.co/jy6lgCVrYM,,False,Sat Dec 06 12:59:43 +0000 2014,3326,541215409744007168
265,Facebook,"G20出席のため、オーストラリアのブリスベンに到着しました。
インドのモディ首相と再会し、
食事をともにしながら日印関係や世界情勢について幅広い議論をすることができました。 http://t.co/uadagxUBBF",,False,Fri Nov 14 13:09:21 +0000 2014,328,533245301172473856
261,Twitter for iPhone,熊本に移動。マクドナルド・サンロード新市街店にて #木原稔 候補の応援演説。防衛大臣政務官、党青年局長として活躍中の木原さん。 #拉致問題 解決に向けても尽力。木原さんと一緒に「誇れる国」日本を創っていきましょう。 #総選挙 http://t.co/X4jdH9qjDX,,False,Thu Dec 11 08:19:16 +0000 2014,383,542956773015945217
430,Facebook,メキシコの様な親日的な国との首脳会談は、NHKも報道しないので、フェイスブックでお知らせします。 http://t.co/H880k2iN9h,,False,Mon Apr 08 12:56:38 +0000 2013,2476,321245200162897920
252,Twitter for iPhone,豊田スタジアムにて#八木哲也候補の応援演説会。3000人の方々に集っていただきました。地方から国へ。八木さんとしっかりスクラムを組み、豊田のものづくりの力で日本を元気にしていきます！#総選挙 http://t.co/e3ryymeNaf,,False,Mon Dec 08 06:52:40 +0000 2014,459,541847814808944641
24,Twitter Web Client,明日23日（日）のテレビ出演のお知らせです→7:30～フジテレビ「新報道2001」・9:00～NHK「日曜討論」・10:00～テレビ朝日「報道ステーションSUNDAY」《総裁選秘書団アップ》　#安倍晋三　　#jnsc,,False,Sat Sep 22 08:56:09 +0000 2012,97,249431882075369472
21,Ustream.TV,安倍晋三演説まで音声はミュートしております。演説はこのあと５分後あたりから始まると思われます。ご了承下さい。 (live at http://t.co/Ef2X2c5c),,False,Sat Sep 22 08:04:09 +0000 2012,26,249418797109370880
13,Facebook,昨日の昭恵の田植え風景です。イセキの早苗、昔のテレビCM思い出します。ご協力頂いた皆様ありがとうございます。 http://t.co/LjzSG7dk,,False,Sun Jun 10 09:28:31 +0000 2012,3,211751688573431809
67,Facebook,http://t.co/eaoVKpg1,,False,Thu Dec 20 11:17:02 +0000 2012,334,281719854589956096
10,Facebook,"先日、大阪で収録したＭＢＳ『ちちんぷいぷい』今日放送予定です。
《本日４月２２日（木）１４：５５～１７：４５※ＭＢＳ関西ローカル》
（秘書アップ） http://t.co/UEjiFmQy",,False,Thu Mar 22 03:29:22 +0000 2012,9,182670276314669058
270,TweetDeck,月曜日の #自民党役員会 に出席。訪米日程等について報告しました。 #安保法制 の成立に向けての協力も改めてお願いしました。 http://t.co/kDSSpv7Zpu,,False,Mon Apr 20 08:44:37 +0000 2015,294,590073571969380353
37,Facebook,新しい写真をFacebookに投稿しました http://t.co/XShO6goZ,,False,Sat Dec 22 11:21:21 +0000 2012,83,282445717887389696
171,Facebook,"政府・与野党拉致連絡会に出席しました。
１０日には、衆議院第一議員会館において行われた、拉致に関する写真展で横田めぐみさんの写真を拝見するとともに、ご夫妻の心からの訴えをお聞きしました。... http://t.co/EpCpwPMNAb",,False,Thu Jun 12 11:42:31 +0000 2014,256,477053327759245312
20164,Twitter for iPhone,今日の私たちの平和と繁栄は、沖縄の人々の、筆舌に尽くしがたい苦難と癒えることのない深い悲しみの上にある。そのことを深く噛み締めながら、戦争の惨禍を二度と繰り返さない。この決然たる誓いを貫いていくことを改めて御霊にお誓いしました。 https://t.co/Qlkc1zz9oB,,False,Sat Jun 23 05:37:12 +0000 2018,6026,1010396331137851392
81,Twitter Web Client,「私は総理を経験し、挫折を含め、様々なものを学んで参りました。この経験を生かし、この国難に立ち向かってまいります。皆さん、共に戦い、すばらしい日本をつくってまいりましょう」（安倍晋三・出陣式） http://t.co/u7QYNuQQ,,False,Fri Sep 14 03:41:37 +0000 2012,333,246453616687316992
12393,Twitter for iPhone,https://t.co/1kncS39hqs,,False,Wed Sep 12 14:25:39 +0000 2018,3306,1039882739028119552
26,Twitter Web Client,"直近の民意→「地元の北海道文化放送が会場で「未来の首相　誰が適任」という調査を１００人に行っていた。・・・一目瞭然、安倍晋三先生がだんとつのトップである。城内実衆議院議員のブログより）http://t.co/npOexn5Q
《総裁選秘書団アップ》#安倍晋三　#jnsc",,False,Mon Sep 24 23:22:44 +0000 2012,103,250374739930017792
14457,Twitter for iPhone,"今からニューヨーク を発って帰国します。滞在中、国連総会 、日米首脳会談 など、非常に充実した訪問となりました。
@shinzoabe @realdonaldtrump @unitednations https://t.co/ZERmUME5Lo",,False,Thu Sep 27 13:04:33 +0000 2018,3256,1045298146815893504
11085,Twitter for iPhone,https://t.co/2wMfo7wcak,,False,Thu Sep 27 02:08:48 +0000 2018,3036,1045133120289173504
1643,Twitter for iPhone,今日いただいた福島の「 #あんぽ柿 」は、一口いただいただけで、懐かしい気持ちになりました。ビタミンAがたっぷり含まれ、年初からフル稼動の疲れも吹き飛びそうです。ぜひ、多くの方々に味わっていただきたいと思います。 https://t.co/OCPQPes89h,,False,Thu Jan 14 15:19:35 +0000 2016,1016,687655303584722944
58,Twitter Web Client,「私たちは理念を、そして政策を共にする仲間であります。だから強いんです。だから誇りを持っているんです。だからこそ私たちは自信がある」（安倍晋三・出陣式にて） http://t.co/ubnH9y3P,,False,Fri Sep 14 03:38:17 +0000 2012,142,246452780133404672
87,Facebook,"首脳会談が終わって、空港に向かう途中、
ブルネイの伝統的な水上の家にお邪魔しました。

いよいよ来週から臨時国会。また全力投球です。 http://t.co/sLzMns015U",,False,Thu Oct 10 09:34:27 +0000 2013,199,388236073132097536
43,Facebook,http://t.co/ochqCzia,,False,Sun Jan 20 06:32:05 +0000 2013,120,292882170115149825
257,TweetDeck,Reunited with PM O'Neill @PM_GOV_PG of Papua New Guinea. Received warm welcome when visiting last July from residence http://t.co/jLikTziA3d,,False,Thu May 21 11:50:18 +0000 2015,312,601354326662066176
104,Facebook,"３度目の厳しい冬を迎える釜石。
新しい住まいに入居したご家族。地域に寄り添って治安を守る警察官。防災活動に取り組む教員や地域の方々。地域の皆さまの懸命な取組による、復興の確かな歩みを実感しました。... http://t.co/AkejbWrLJg",,False,Sun Dec 01 10:51:46 +0000 2013,226,407099699242729473
1886,Twitter Web App,"@narendramodi 
Your first visit to Japan as Indian PM will add a new chapter to our strategic partnership.",narendramodi,False,Thu Aug 28 08:48:38 +0000 2014,2022,504913434807267330
72,Facebook,"……秘書です。

本日の産経新聞朝刊掲載の「阿比留瑠比の極言御免」を拝読いたしました。

…さすが阿比留さん。
話を脱線させず「本筋」を見落とすな！！との強いメッセージを感じます。... http://t.co/jmD6P2ehqC",,False,Wed Jun 19 12:28:41 +0000 2013,251,347330092759912448
23,Twitter Web Client,「しかし、安倍政権の時に、強制性を証明するものはなかったと閣議決定をした。しかしそのことを多くの人は知らない…」（安倍晋三、公開討論会にて）,,False,Sat Sep 15 06:08:16 +0000 2012,129,246852918479814656
267,Facebook,"ノーベル物理学賞の受賞が決定した天野浩名古屋大学大学院教授とお会いしました。
LEDは世界の省エネに貢献する画期的な技術です。天野先生によると、青色発光ダイオードの開発は、ダイヤモンドを作るよりも難しいものだったそうです。... http://t.co/ZZRixDD9cw",,False,Wed Oct 22 10:07:06 +0000 2014,354,524864515373297664
9,Facebook,昨日の田名網さんご夫妻のお写真です。昨日掲載した写真を披露宴の写真と思われた方が、極少数ですがおられたので、シェアしご紹介します。愛と青春の旅立ちです。 http://t.co/Lhpkjfma,,False,Sun Apr 22 12:48:54 +0000 2012,1,194045111397650432
464,TweetDeck,本日、#沖縄県知事 とお会いしました。沖縄県の振興と基地負担の軽減について率直な意見交換を行いました。今後とも、政府として様々な課題を前に進めていくため、一つ一つ丁寧に説明していきたいと思います。そのためにも、対話を行ってまいります。 http://t.co/M2pWq6Rpky,,False,Fri Apr 17 14:31:29 +0000 2015,610,589073703285051393
5669,Twitter for iPhone,障害や障害者に対する国民全体の理解が一層促進されますことを期待いたしますとともに、受賞された方々の御健勝、ますますの御活躍を祈念申し上げます。 https://t.co/5b8A3ay612,,False,Tue Dec 05 09:31:40 +0000 2017,1612,937977763302010880
299,Twitter Web Client,"Celebrating 50th Anniv. of Japan-S Korea relations. Together, we will work closely for the next 50yrs of prosperity. http://t.co/MxrfydpLgs",,False,Mon Jun 22 13:38:04 +0000 2015,241,612977855861927936
20,Twitter Web Client,本日午後の安倍晋三日程②17:00～安倍晋三のカフェスタトーク＝安倍晋三と田母神敏雄氏対談、小川榮太郎氏・下村博文代議士・稲田朋美代議士による討論会。（ネット中継＝　http://t.co/mybhKkv6　）。《総裁選秘書団アップ》#安倍晋三　#jnsc　#cafesta,,False,Wed Sep 19 02:49:02 +0000 2012,55,248252329403510784
88,Facebook,"昨年の「自民党総裁選挙」９月２０日に秋葉原に集まってくれた皆さんのパワーが自民党を変えました。
そして「日本を取り戻す闘い～衆議院総選挙～」１２月１５日に秋葉原に集結していただいた皆さんの情熱と信念が日本を変えました。... http://t.co/4m13kVPZ31",,False,Thu Jul 18 11:19:32 +0000 2013,327,357821936685953025
22,Twitter Web Client,・・・・・総裁選秘書団です。本日１０時いよいよ安倍晋三の自民党総裁選出陣式です。本日１０時、場所は離れていても心は一つ、国難突破、日本再起のため、安倍晋三とともにみんなで立ち上がりましょう！,,False,Thu Sep 13 23:03:21 +0000 2012,102,246383595957125123
52,Facebook,"・・・秘書です。
皆さん、おはようございます。
選挙戦も今日が最終日。
全力で戦ってきた自民党候補者達の最後の訴えを、全国各地で是非聞いて下さい。... http://t.co/a0T8r3r4bz",,False,Fri Jul 19 23:36:04 +0000 2013,168,358369681528201216
10460,Twitter for iPhone,被災された皆様が一日も早く、安心して暮らせる生活を取り戻すことができるよう、引き続き、全力を尽くしてまいります。 https://t.co/rLYlJ1NUbH,,False,Thu Jun 21 10:14:31 +0000 2018,2850,1009741347018821632
39,Facebook,新しい写真をFacebookに投稿しました http://t.co/mSVjHJVFLw,,False,Sat Apr 06 07:47:17 +0000 2013,87,320442571828641793
5178,Twitter for iPhone,停電については、電源車などによる応急対応とあわせ、復旧に向け、稼働可能な発電所の総動員、道内企業の自家発電による協力、本州からの融通など、あらゆる手段を尽くしてきました。 https://t.co/MXRCseLG5G,,False,Fri Sep 07 11:21:38 +0000 2018,1745,1038024491308183552
13,Facebook,今朝８時から自民党文部科学部会と「日本の前途と歴史教育を考える議員の会」の合同会議が開かれた。議題は2つだったが、最初の議題で議論が沸騰し時間切れになった。... http://t.co/AN4PNjz9,,False,Wed Jul 18 05:30:35 +0000 2012,4,225462551402647552
34,Facebook,I posted a new photo to Facebook http://t.co/LRm0BHbx,,False,Sun Jan 06 14:03:57 +0000 2013,55,287922455794814977
142,Facebook,"コートジボワールで女性職業訓練施を訪問。
訓練で作った裁縫や編み物、アフリカらしいビビッドな色づかいが素晴らしい。
生徒さんたちの笑顔から元気をもらいました。
女性が輝くアフリカ。その実現のために引き続き支援していきます。 http://t.co/sH2LdZVGCe",,False,Sat Jan 11 23:18:53 +0000 2014,419,422145621618077696
16,Ustream.TV,16:10から福岡・天神にて行われる安倍晋三・総裁選街頭演説の様子をUstreamにて生中継いたします。皆様是非ご視聴ください！他の候補者の演説中は音声をミュートします。《総裁選秘書団アップ》 #JNSC #安倍晋三 (live at http://t.co/Ef2X2c5c),,False,Fri Sep 21 06:37:54 +0000 2012,52,249034702890074114
362,TweetDeck,"Was deeply moved by the World War II memorial. The ""Freedom Wall"" with 4,000+ stars represented fallen U.S. soldiers. http://t.co/48sLAslSzJ",,False,Wed Apr 29 18:53:19 +0000 2015,425,593488247134789632
214,Twitter for iPhone,大井町駅西口阪急前ロータリーにて石原宏高(@ishiharahirotak)候補の街頭演説会。前外務大臣政務官、金融のエキスパートでもある石原さん。この道しかない。力を合わせ日本の景気回復を加速させていきます。#総選挙 http://t.co/hHeRsy9lv2,,False,Sun Dec 07 06:57:10 +0000 2014,363,541486557828349952
5648,Twitter for iPhone,@AtsushiSakima 沖縄県知事選挙、宜野湾市長として大きな実績をあげてきた「さきま淳」候補を沖縄の未来のために宜しくお願いいたします。,AtsushiSakima,False,Sat Sep 15 04:44:11 +0000 2018,3031,1040823571277242369
256,TweetDeck,先日、お知らせしたとおり、第82回自民党大会が明後日（3/8）開催されます。その模様は朝9時40分からネットで中継されます。ぜひ、ご覧ください！  http://t.co/8tg13H5W1z… #自民党60年 http://t.co/I6XbEUwU89,,False,Fri Mar 06 08:30:59 +0000 2015,362,573762690079793152
23,Ustream.TV,このあと、愛知・豊橋駅前にて行われる安倍晋三・総裁選街頭演説の様子をUstreamにて生中継をいたします。皆様是非ご視聴ください！《総裁選秘書団アップ》 #JNSC #安倍晋三 (live at http://t.co/Ef2X2c5c),,False,Mon Sep 17 01:41:00 +0000 2012,61,247510434238828544
437,TweetDeck,#パラオ共和国 など、#島サミット 参加首脳と一緒に #福島 の津波被災地を訪問。復興の取り組みを視察し、献花をさせていただきました http://t.co/atRzL0X5Qp,,False,Fri May 22 10:44:46 +0000 2015,586,601700223493222400
67,Facebook,"ロックアーンに到着しました。
ベルファストから雨の為ヘリが飛ばず、二時間かけてランドローバーでやって来ました。
いよいよ６年ぶりのサミットに望みます。 http://t.co/VNrSqkkAnS",,False,Mon Jun 17 09:34:26 +0000 2013,169,346561465156771840
87,Facebook,"明日は広島で、9日は長崎で、平和祈念式典に参列します。
そして8月15日には、全国戦没者追悼式に出席します。... http://t.co/vliAy8wBSI",,False,Mon Aug 05 07:49:56 +0000 2013,299,364292169172910080
59,Facebook,"本日行われた安倍晋三議員の総裁選出馬会見の視聴
また政策パンフレットのPDFが公式サイトにてダウンロードできます。
皆様是非ご覧ください。 http://t.co/ZfNwwyRH",,False,Wed Sep 12 11:54:05 +0000 2012,183,245852782098264064
16294,Twitter for iPhone,"本年夏の「リトルリーグ世界選手権大会」で優勝した「東京北砂リトルリーグ」の選手の皆さんが官邸を訪ねて来てくれました。
日本の少年野球のレベルの高さを世界に見事に示してくれました。子どもたちの真剣なまなざしに触発されて、私も何十年か… https://t.co/sPQiaNAtNl",,False,Mon Dec 11 11:00:26 +0000 2017,4297,940174431929769986
2146,Facebook,"日本のために尊い命を犠牲にされたご英霊に対し、尊崇の念を表し、御霊安らかなれとご冥福をお祈り致しました。

同時に、戦争で亡くなられ、靖国神社に合祀されない国内、諸外国の人々を慰霊する鎮霊社にも、参拝いたしました。... http://t.co/3p6B5tbrCE",,False,Thu Dec 26 05:05:06 +0000 2013,4805,416072155781402624
37,Facebook,新しい写真をFacebookに投稿しました http://t.co/C6AYdRRBdB,,False,Fri Apr 19 00:52:32 +0000 2013,93,325049240172761088
